0,0,0
0.10046,0.085358,0
0.20091,0.14332,0
0.30137,0.19395,0
0.40183,0.24027,0
0.50228,0.28358,0
0.60274,0.32461,0
0.7032,0.3638,0
0.80365,0.40147,0
0.90411,0.43784,0
1.0046,0.47307,0
1.105,0.50729,0
1.2055,0.54062,0
1.3059,0.57313,0
1.4064,0.60489,0
1.5068,0.63596,0
1.6073,0.6664,0
1.7078,0.69625,0
1.8082,0.72554,0
1.9087,0.75432,0
2.0091,0.7826,0
2.1096,0.81041,0
2.21,0.83779,0
2.3105,0.86474,0
2.411,0.89129,0
2.5114,0.91745,0
2.6119,0.94325,0
2.7123,0.96869,0
2.8128,0.9938,0
2.9132,1.0186,0
3.0137,1.043,0
3.1142,1.0672,0
3.2146,1.091,0
3.3151,1.1146,0
3.4155,1.1379,0
3.516,1.1609,0
3.6164,1.1836,0
3.7169,1.2061,0
3.8174,1.2284,0
3.9178,1.2504,0
4.0183,1.2721,0
4.1187,1.2936,0
4.2192,1.3149,0
4.3196,1.336,0
4.4201,1.3569,0
4.5205,1.3775,0
4.621,1.3979,0
4.7215,1.4182,0
4.8219,1.4382,0
4.9224,1.458,0
5.0228,1.4777,0
5.1233,1.4971,0
5.2237,1.5163,0
5.3242,1.5354,0
5.4247,1.5543,0
5.5251,1.573,0
5.6256,1.5916,0
5.726,1.6099,0
5.8265,1.6281,0
5.9269,1.6461,0
6.0274,1.664,0
6.1279,1.6817,0
6.2283,1.6992,0
6.3288,1.7166,0
6.4292,1.7338,0
6.5297,1.7508,0
6.6301,1.7677,0
6.7306,1.7845,0
6.8311,1.8011,0
6.9315,1.8175,0
7.032,1.8339,0
7.1324,1.85,0
7.2329,1.866,0
7.3333,1.8819,0
7.4338,1.8976,0
7.5342,1.9132,0
7.6347,1.9287,0
7.7352,1.944,0
7.8356,1.9592,0
7.9361,1.9743,0
8.0365,1.9892,0
8.137,2.004,0
8.2374,2.0186,0
8.3379,2.0332,0
8.4384,2.0476,0
8.5388,2.0618,0
8.6393,2.076,0
8.7397,2.09,0
8.8402,2.1039,0
8.9406,2.1177,0
9.0411,2.1314,0
9.1416,2.1449,0
9.242,2.1583,0
9.3425,2.1716,0
9.4429,2.1848,0
9.5434,2.1978,0
9.6438,2.2108,0
9.7443,2.2236,0
9.8447,2.2363,0
9.9452,2.2489,0
10.046,2.2614,0
10.146,2.2738,0
10.247,2.2861,0
10.347,2.2982,0
10.447,2.3102,0
10.548,2.3222,0
10.648,2.334,0
10.749,2.3457,0
10.849,2.3573,0
10.95,2.3688,0
11.05,2.3802,0
11.151,2.3915,0
11.251,2.4026,0
11.352,2.4137,0
11.452,2.4247,0
11.553,2.4355,0
11.653,2.4463,0
11.753,2.457,0
11.854,2.4675,0
11.954,2.478,0
12.055,2.4883,0
12.155,2.4986,0
12.256,2.5087,0
12.356,2.5188,0
12.457,2.5287,0
12.557,2.5386,0
12.658,2.5483,0
12.758,2.558,0
12.858,2.5675,0
12.959,2.577,0
13.059,2.5863,0
13.16,2.5956,0
13.26,2.6047,0
13.361,2.6138,0
13.461,2.6228,0
13.562,2.6317,0
13.662,2.6404,0
13.763,2.6491,0
13.863,2.6577,0
13.963,2.6662,0
14.064,2.6746,0
14.164,2.6829,0
14.265,2.6912,0
14.365,2.6993,0
14.466,2.7073,0
14.566,2.7153,0
14.667,2.7231,0
14.767,2.7309,0
14.868,2.7385,0
14.968,2.7461,0
15.068,2.7536,0
15.169,2.761,0
15.269,2.7683,0
15.37,2.7755,0
15.47,2.7826,0
15.571,2.7896,0
15.671,2.7966,0
15.772,2.8034,0
15.872,2.8102,0
15.973,2.8169,0
16.073,2.8234,0
16.174,2.8299,0
16.274,2.8363,0
16.374,2.8427,0
16.475,2.8489,0
16.575,2.855,0
16.676,2.8611,0
16.776,2.867,0
16.877,2.8729,0
16.977,2.8787,0
17.078,2.8844,0
17.178,2.89,0
17.279,2.8955,0
17.379,2.901,0
17.479,2.9063,0
17.58,2.9116,0
17.68,2.9168,0
17.781,2.9218,0
17.881,2.9268,0
17.982,2.9317,0
18.082,2.9366,0
18.183,2.9413,0
18.283,2.9459,0
18.384,2.9505,0
18.484,2.955,0
18.584,2.9594,0
18.685,2.9636,0
18.785,2.9679,0
18.886,2.972,0
18.986,2.976,0
19.087,2.9799,0
19.187,2.9838,0
19.288,2.9875,0
19.388,2.9912,0
19.489,2.9948,0
19.589,2.9982,0
19.689,3.0016,0
19.79,3.0049,0
19.89,3.0081,0
19.991,3.0112,0
20.091,3.0143,0
20.192,3.0172,0
20.292,3.02,0
20.393,3.0227,0
20.493,3.0253,0
20.594,3.0278,0
20.694,3.0302,0
20.795,3.0326,0
20.895,3.0347,0
20.995,3.0368,0
21.096,3.0388,0
21.196,3.0407,0
21.297,3.0424,0
21.397,3.044,0
21.498,3.0454,0
21.598,3.0468,0
21.699,3.0479,0
21.799,3.0489,0
21.9,3.0496,0
22,3.05,0
