# Simulation 19 (Up to date),,,,,,,,
# 325 data points written for 5 variables.,,,,,,,,
#,,,,,,,,
# Tempo (s),Altezza (m),Velocita' verticale (m/s),Motor mass (g),Forza d'attrito (N),,,,
# Event IGNITION occurred at t=0 seconds,,,,,,,,
# Event LAUNCH occurred at t=0 seconds,,,,,,,,
33.173,126.073,-7.757,55.7,5.738,,,,
33.673,122.195,-7.754,55.7,5.739,,,,
34.173,118.318,-7.757,55.7,5.726,,,,
34.673,114.44,-7.755,55.7,5.732,,,,
35.173,110.562,-7.757,55.7,5.724,,,,
35.673,106.684,-7.754,55.7,5.73,,,,
36.173,102.808,-7.75,55.7,5.733,,,,
36.673,98.933,-7.752,55.7,5.724,,,,
37.173,95.057,-7.749,55.7,5.73,,,,
37.673,91.183,-7.746,55.7,5.733,,,,
38.173,87.31,-7.748,55.7,5.725,,,,
38.673,83.437,-7.746,55.7,5.728,,,,
39.173,79.564,-7.744,55.7,5.728,,,,
39.673,75.694,-7.736,55.7,5.745,,,,
40.173,71.824,-7.743,55.7,5.718,,,,
40.673,67.953,-7.74,55.7,5.731,,,,
41.173,64.084,-7.737,55.7,5.732,,,,
41.673,60.216,-7.737,55.7,5.727,,,,
42.173,56.349,-7.731,55.7,5.74,,,,
42.673,52.484,-7.73,55.7,5.734,,,,
43.173,48.618,-7.733,55.7,5.724,,,,
43.673,44.752,-7.732,55.7,5.729,,,,
44.173,40.887,-7.729,55.7,5.73,,,,
44.673,37.022,-7.729,55.7,5.726,,,,
45.173,33.159,-7.722,55.7,5.741,,,,
45.673,29.297,-7.725,55.7,5.726,,,,
46.173,25.435,-7.725,55.7,5.726,,,,
46.673,21.573,-7.723,55.7,5.728,,,,
47.173,17.712,-7.717,55.7,5.739,,,,
47.656,13.987,-7.713,55.7,5.742,,,,
48.156,10.128,-7.721,55.7,5.716,,,,
48.656,6.268,-7.717,55.7,5.732,,,,
49.156,2.41,-7.717,55.7,5.727,,,,
# Event GROUND_HIT occurred at t=49.468 seconds,,,,,,,,
# Event SIMULATION_END occurred at t=49.468 seconds,,,,,,,,
49.468,0,-7.716,55.7,5.728,,,,
