# Simulation 18 (Up to date),,,,,,,,,,
# 308 data points written for 5 variables.,,,,,,,,,,
#,,,,,,,,,,
# Tempo (s),Altezza (m),Velocita' verticale (m/s),Motor mass (g),Forza d'attrito (N),,,,,,
# Event IGNITION occurred at t=0 seconds,,,,,,,,,,
# Event LAUNCH occurred at t=0 seconds,,,,,,,,,,
0.01,0.001,0.232,93.692,1.39E-05,,,,,,
0.02,0.008,1.054,93.373,9.90E-04,,,,,,
# Event LIFTOFF occurred at t=0.03 seconds,,,,,,,,,,
6.148,279.245,17.145,55.7,0.224,,,,,,
6.198,280.089,16.64,55.7,0.213,,,,,,
6.248,280.909,16.136,55.7,0.202,,,,,,
6.298,281.703,15.633,55.7,0.192,,,,,,
6.348,282.472,15.131,55.7,0.182,,,,,,
6.398,283.216,14.629,55.7,0.171,,,,,,
6.448,283.935,14.128,55.7,0.161,,,,,,
6.498,284.629,13.627,55.7,0.151,,,,,,
6.548,285.298,13.127,55.7,0.143,,,,,,
6.598,285.942,12.629,55.7,0.135,,,,,,
6.648,286.561,12.131,55.7,0.128,,,,,,
6.698,287.155,11.635,55.7,0.12,,,,,,
6.748,287.724,11.14,55.7,0.113,,,,,,
6.798,288.269,10.646,55.7,0.108,,,,,,
6.848,288.789,10.153,55.7,0.1,,,,,,
6.898,289.284,9.661,55.7,0.092,,,,,,
6.948,289.755,9.169,55.7,0.086,,,,,,
6.998,290.201,8.677,55.7,0.079,,,,,,
7.048,290.623,8.186,55.7,0.072,,,,,,
7.098,291.02,7.695,55.7,0.064,,,,,,
7.148,291.392,7.204,55.7,0.06,,,,,,
7.198,291.74,6.713,55.7,0.054,,,,,,
7.248,292.063,6.223,55.7,0.048,,,,,,
7.298,292.362,5.734,55.7,0.045,,,,,,
# Event EJECTION_CHARGE occurred at t=7.298 seconds,,,,,,,,,,
7.3,292.377,5.709,55.7,0.045,,,,,,
7.304,292.398,5.673,55.7,0.044,,,,,,
7.31,292.43,5.618,55.7,0.044,,,,,,
7.318,292.477,5.535,55.7,0.044,,,,,,
7.331,292.546,5.412,55.7,0.043,,,,,,
7.35,292.647,5.227,55.7,0.042,,,,,,
7.378,292.792,4.949,55.7,0.04,,,,,,
7.421,292.995,4.533,55.7,0.037,,,,,,
7.471,293.209,4.047,55.7,0.035,,,,,,
7.521,293.399,3.562,55.7,0.033,,,,,,
7.571,293.565,3.079,55.7,0.031,,,,,,
7.621,293.707,2.599,55.7,0.029,,,,,,
7.671,293.825,2.121,55.7,0.025,,,,,,
7.721,293.919,1.644,55.7,0.022,,,,,,
7.771,293.99,1.169,55.7,0.019,,,,,,
7.821,294.036,0.698,55.7,0.017,,,,,,
7.871,294.059,0.23,55.7,0.013,,,,,,
# Event APOGEE occurred at t=7.921 seconds,,,,,,,,,,
7.921,294.059,-0.239,55.7,0.01,,,,,,
7.971,294.035,-0.72,55.7,0.008,,,,,,
8.021,293.987,-1.2,55.7,0.005,,,,,,
8.071,293.915,-1.679,55.7,0.003,,,,,,
8.121,293.819,-2.156,55.7,0.003,,,,,,
8.171,293.7,-2.631,55.7,0.002,,,,,,
8.221,293.556,-3.103,55.7,0.001,,,,,,
8.271,293.389,-3.573,55.7,6.03E-04,,,,,,
8.321,293.199,-4.039,55.7,2.89E-04,,,,,,
8.371,292.986,-4.501,55.7,9.31E-05,,,,,,
8.421,292.749,-4.959,55.7,9.12E-06,,,,,,
8.471,292.49,-5.414,55.7,-1.90E-08,,,,,,
8.521,292.208,-5.864,55.7,-1.12E-05,,,,,,
8.571,291.903,-6.308,55.7,-7.24E-05,,,,,,
8.617,291.6,-6.717,55.7,-2.30E-04,,,,,,
8.659,291.312,-7.077,55.7,-4.79E-04,,,,,,
8.697,291.037,-7.4,55.7,-8.62E-04,,,,,,
8.732,290.772,-7.697,55.7,-0.001,,,,,,
8.765,290.515,-7.969,55.7,-0.002,,,,,,
8.796,290.263,-8.226,55.7,-0.003,,,,,,
8.827,290.008,-8.475,55.7,-0.004,,,,,,
8.856,289.756,-8.712,55.7,-0.006,,,,,,
8.885,289.503,-8.943,55.7,-0.008,,,,,,
8.914,289.236,-9.179,55.7,-0.011,,,,,,
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=8.921 seconds,,,,,,,,,,
8.921,289.175,-9.232,55.7,-0.011,,,,,,
8.922,289.166,-9.228,55.7,9.315,,,,,,
8.978,288.656,-8.997,55.7,9.304,,,,,,
9.029,288.202,-8.828,55.7,8.665,,,,,,
9.087,287.696,-8.672,55.7,8.176,,,,,,
9.155,287.106,-8.526,55.7,7.723,,,,,,
9.298,285.908,-8.282,55.7,7.43,,,,,,
9.418,284.922,-8.175,55.7,6.806,,,,,,
9.643,283.094,-8.05,55.7,6.542,,,,,,
9.883,281.167,-8.022,55.7,6.186,,,,,,
10.289,277.908,-8.027,55.7,6.068,,,,,,
10.789,273.895,-8.025,55.7,6.078,,,,,,
11.289,269.879,-8.037,55.7,6.043,,,,,,
11.789,265.861,-8.035,55.7,6.059,,,,,,
12.289,261.846,-8.027,55.7,6.074,,,,,,
12.789,257.831,-8.033,55.7,6.047,,,,,,
13.289,253.817,-8.024,55.7,6.076,,,,,,
13.789,249.803,-8.031,55.7,6.047,,,,,,
14.289,245.789,-8.027,55.7,6.059,,,,,,
14.789,241.777,-8.021,55.7,6.068,,,,,,
15.289,237.765,-8.025,55.7,6.05,,,,,,
15.789,233.753,-8.023,55.7,6.059,,,,,,
16.289,229.742,-8.021,55.7,6.057,,,,,,
16.789,225.733,-8.016,55.7,6.066,,,,,,
17.289,221.724,-8.018,55.7,6.053,,,,,,
17.789,217.715,-8.016,55.7,6.058,,,,,,
18.289,213.708,-8.012,55.7,6.064,,,,,,
18.789,209.704,-8.006,55.7,6.073,,,,,,
19.217,206.275,-8.005,55.7,6.068,,,,,,
19.717,202.272,-8.01,55.7,6.053,,,,,,
20.217,198.268,-8.004,55.7,6.069,,,,,,
20.717,194.265,-8.009,55.7,6.05,,,,,,
21.217,190.262,-8.002,55.7,6.068,,,,,,
21.717,186.262,-7.998,55.7,6.069,,,,,,
22.217,182.262,-8.004,55.7,6.049,,,,,,
22.717,178.26,-8.001,55.7,6.06,,,,,,
23.217,174.26,-8,55.7,6.057,,,,,,
23.717,170.261,-7.999,55.7,6.057,,,,,,
24.217,166.263,-7.994,55.7,6.065,,,,,,
24.717,162.265,-7.995,55.7,6.056,,,,,,
25.217,158.269,-7.991,55.7,6.064,,,,,,
25.717,154.273,-7.993,55.7,6.054,,,,,,
26.217,150.278,-7.989,55.7,6.063,,,,,,
26.717,146.283,-7.989,55.7,6.057,,,,,,
27.217,142.289,-7.987,55.7,6.059,,,,,,
27.717,138.296,-7.986,55.7,6.058,,,,,,
28.217,134.304,-7.984,55.7,6.058,,,,,,
28.717,130.312,-7.98,55.7,6.064,,,,,,
29.217,126.322,-7.983,55.7,6.053,,,,,,
29.717,122.331,-7.98,55.7,6.059,,,,,,
30.217,118.342,-7.978,55.7,6.06,,,,,,
30.717,114.353,-7.978,55.7,6.056,,,,,,
31.217,110.365,-7.974,55.7,6.061,,,,,,
31.717,106.378,-7.974,55.7,6.057,,,,,,
32.217,102.391,-7.973,55.7,6.057,,,,,,
32.717,98.405,-7.971,55.7,6.058,,,,,,
33.217,94.42,-7.97,55.7,6.057,,,,,,
33.717,90.436,-7.966,55.7,6.063,,,,,,
34.217,86.453,-7.966,55.7,6.056,,,,,,
34.717,82.473,-7.953,55.7,6.088,,,,,,
35.217,78.493,-7.965,55.7,6.043,,,,,,
35.717,74.513,-7.956,55.7,6.073,,,,,,
36.217,70.534,-7.96,55.7,6.053,,,,,,
36.717,66.555,-7.957,55.7,6.062,,,,,,
37.217,62.577,-7.956,55.7,6.061,,,,,,
37.717,58.598,-7.957,55.7,6.054,,,,,,
38.217,54.621,-7.954,55.7,6.06,,,,,,
38.717,50.644,-7.954,55.7,6.057,,,,,,
39.217,46.667,-7.952,55.7,6.057,,,,,,
39.717,42.692,-7.95,55.7,6.059,,,,,,
40.217,38.717,-7.949,55.7,6.057,,,,,,
40.717,34.743,-7.948,55.7,6.058,,,,,,
41.217,30.769,-7.946,55.7,6.057,,,,,,
41.717,26.797,-7.943,55.7,6.06,,,,,,
42.217,22.826,-7.943,55.7,6.058,,,,,,
42.717,18.855,-7.939,55.7,6.063,,,,,,
43.217,14.885,-7.941,55.7,6.054,,,,,,
43.717,10.915,-7.939,55.7,6.059,,,,,,
44.217,6.946,-7.937,55.7,6.058,,,,,,
44.717,2.979,-7.934,55.7,6.061,,,,,,
# Event GROUND_HIT occurred at t=45.093 seconds,,,,,,,,,,
# Event SIMULATION_END occurred at t=45.093 seconds,,,,,,,,,,
45.093,0,-7.934,55.7,6.056,,,,,,
